"Asset","Model","Confidence_Level","VaR_Method","Violations","Total_Obs","Violation_Rate","Expected_Rate","Kupiec_PValue","Christoffersen_PValue","DQ_PValue"
"CAT","sGARCH_norm_Parametric",0.95,"Parametric",30,903,0.0332225913621262,0.05,0.0139978037118124,0.357032985197729,0.129419933871833
"CAT","sGARCH_norm_GARCH",0.95,"GARCH",41,903,0.0454042081949059,0.05,0.520071972228371,0.00971888006354305,0.0261840951725142
"CAT","sGARCH_norm_Historical",0.99,"Historical",5,903,0.00553709856035437,0.01,0.141001490387177,NA,0.994096040888218
"CAT","sGARCH_norm_Parametric",0.99,"Parametric",12,903,0.0132890365448505,0.01,0.344292898745838,NA,0.558243873395922
"CAT","sGARCH_norm_GARCH",0.99,"GARCH",18,903,0.0199335548172757,0.01,0.00822505696657794,NA,0.209957913801803
"CAT","sGARCH_sstd_Historical",0.95,"Historical",31,903,0.0343300110741971,0.05,0.0223293615881986,0.39944963233989,0.145232014681503
"CAT","sGARCH_sstd_Parametric",0.95,"Parametric",30,903,0.0332225913621262,0.05,0.0139978037118124,0.357032985197729,0.129419933871833
"CAT","sGARCH_sstd_GARCH",0.95,"GARCH",48,903,0.053156146179402,0.05,0.666512134369931,0.0480795232800136,0.0774355607347907
"CAT","sGARCH_sstd_Historical",0.99,"Historical",5,903,0.00553709856035437,0.01,0.141001490387177,NA,0.994096040888218
"CAT","sGARCH_sstd_Parametric",0.99,"Parametric",12,903,0.0132890365448505,0.01,0.344292898745838,NA,0.558243873395922
"CAT","sGARCH_sstd_GARCH",0.99,"GARCH",11,903,0.0121816168327796,0.01,0.5240638502762,NA,0.892526353283835
"CAT","eGARCH_Historical",0.95,"Historical",31,903,0.0343300110741971,0.05,0.0223293615881986,0.39944963233989,0.145232014681503
"CAT","eGARCH_Parametric",0.95,"Parametric",30,903,0.0332225913621262,0.05,0.0139978037118124,0.357032985197729,0.129419933871833
"CAT","eGARCH_GARCH",0.95,"GARCH",48,903,0.053156146179402,0.05,0.666512134369931,0.0480795232800136,0.139510740680751
"CAT","eGARCH_Historical",0.99,"Historical",5,903,0.00553709856035437,0.01,0.141001490387177,NA,0.994096040888218
"CAT","eGARCH_Parametric",0.99,"Parametric",12,903,0.0132890365448505,0.01,0.344292898745838,NA,0.558243873395922
"CAT","eGARCH_GARCH",0.99,"GARCH",10,903,0.0110741971207087,0.01,0.749790242865338,NA,0.922326437963761
"CAT","gjrGARCH_Historical",0.95,"Historical",31,903,0.0343300110741971,0.05,0.0223293615881986,0.39944963233989,0.145232014681503
"CAT","gjrGARCH_Parametric",0.95,"Parametric",30,903,0.0332225913621262,0.05,0.0139978037118124,0.357032985197729,0.129419933871833
"CAT","gjrGARCH_GARCH",0.95,"GARCH",46,903,0.0509413067552602,0.05,0.897038488635931,0.0318442370158474,0.105552199167124
"CAT","gjrGARCH_Historical",0.99,"Historical",5,903,0.00553709856035437,0.01,0.141001490387177,NA,0.994096040888218
"CAT","gjrGARCH_Parametric",0.99,"Parametric",12,903,0.0132890365448505,0.01,0.344292898745838,NA,0.558243873395922
"CAT","gjrGARCH_GARCH",0.99,"GARCH",10,903,0.0110741971207087,0.01,0.749790242865338,NA,0.9223264379638
"CAT","TGARCH_Historical",0.95,"Historical",31,903,0.0343300110741971,0.05,0.0223293615881986,0.39944963233989,0.145232014681503
"CAT","TGARCH_Parametric",0.95,"Parametric",30,903,0.0332225913621262,0.05,0.0139978037118124,0.357032985197729,0.129419933871833
"CAT","TGARCH_GARCH",0.95,"GARCH",48,903,0.053156146179402,0.05,0.666512134369931,0.0480795232800136,0.139510740680751
"CAT","TGARCH_Historical",0.99,"Historical",5,903,0.00553709856035437,0.01,0.141001490387177,NA,0.994096040888218
"CAT","TGARCH_Parametric",0.99,"Parametric",12,903,0.0132890365448505,0.01,0.344292898745838,NA,0.558243873395922
"CAT","TGARCH_GARCH",0.99,"GARCH",10,903,0.0110741971207087,0.01,0.749790242865338,NA,0.922326437963761
"WMT","sGARCH_norm_Historical",0.95,"Historical",42,903,0.0465116279069767,0.05,0.626660242003722,0.973557479977385,0.970636419060696
"WMT","sGARCH_norm_Parametric",0.95,"Parametric",27,903,0.0299003322259136,0.05,0.00282521248976275,0.244828325830979,0.135083854922715
"WMT","sGARCH_norm_GARCH",0.95,"GARCH",31,903,0.0343300110741971,0.05,0.0223293615881986,0.947165007168363,0.94858600463864
"WMT","sGARCH_norm_Historical",0.99,"Historical",7,903,0.00775193798449612,0.01,0.479669283904298,0.0402975939010444,0.31070434217706
"WMT","sGARCH_norm_Parametric",0.99,"Parametric",8,903,0.008859357696567,0.01,0.725361830788812,0.0556969957912014,0.3698463776575
"WMT","sGARCH_norm_GARCH",0.99,"GARCH",8,903,0.008859357696567,0.01,0.725361830788812,0.0556969957912014,0.369846377657471
"WMT","sGARCH_sstd_Historical",0.95,"Historical",42,903,0.0465116279069767,0.05,0.626660242003722,0.973557479977385,0.970636419060696
"WMT","sGARCH_sstd_Parametric",0.95,"Parametric",27,903,0.0299003322259136,0.05,0.00282521248976275,0.244828325830979,0.135083854922715
"WMT","sGARCH_sstd_GARCH",0.95,"GARCH",44,903,0.0487264673311185,0.05,0.860052863235521,0.915488557823054,0.999692827900334
"WMT","sGARCH_sstd_Historical",0.99,"Historical",7,903,0.00775193798449612,0.01,0.479669283904298,0.0402975939010444,0.31070434217706
"WMT","sGARCH_sstd_Parametric",0.99,"Parametric",8,903,0.008859357696567,0.01,0.725361830788812,0.0556969957912014,0.3698463776575
"WMT","sGARCH_sstd_GARCH",0.99,"GARCH",6,903,0.00664451827242525,0.01,0.280483959269858,0.0276388432933532,0.247161366522379
"WMT","eGARCH_Historical",0.95,"Historical",42,903,0.0465116279069767,0.05,0.626660242003722,0.973557479977385,0.970636419060696
"WMT","eGARCH_Parametric",0.95,"Parametric",27,903,0.0299003322259136,0.05,0.00282521248976275,0.244828325830979,0.135083854922715
"WMT","eGARCH_GARCH",0.95,"GARCH",43,903,0.0476190476190476,0.05,0.740794171808327,0.970704557279843,0.94729044264633
"WMT","eGARCH_Historical",0.99,"Historical",7,903,0.00775193798449612,0.01,0.479669283904298,0.0402975939010444,0.31070434217706
"WMT","eGARCH_Parametric",0.99,"Parametric",8,903,0.008859357696567,0.01,0.725361830788812,0.0556969957912014,0.3698463776575
"WMT","eGARCH_GARCH",0.99,"GARCH",6,903,0.00664451827242525,0.01,0.280483959269858,0.0276388432933532,0.247161366522379
"WMT","gjrGARCH_Historical",0.95,"Historical",42,903,0.0465116279069767,0.05,0.626660242003722,0.973557479977385,0.970636419060696
"WMT","gjrGARCH_Parametric",0.95,"Parametric",27,903,0.0299003322259136,0.05,0.00282521248976275,0.244828325830979,0.135083854922715
"WMT","gjrGARCH_GARCH",0.95,"GARCH",47,903,0.0520487264673311,0.05,0.778956550345904,0.755289842666394,0.98132931921506
"WMT","gjrGARCH_Historical",0.99,"Historical",7,903,0.00775193798449612,0.01,0.479669283904298,0.0402975939010444,0.31070434217706
"WMT","gjrGARCH_Parametric",0.99,"Parametric",8,903,0.008859357696567,0.01,0.725361830788812,0.0556969957912014,0.3698463776575
"WMT","gjrGARCH_GARCH",0.99,"GARCH",5,903,0.00553709856035437,0.01,0.141001490387177,NA,0.994096040888212
"WMT","TGARCH_Historical",0.95,"Historical",42,903,0.0465116279069767,0.05,0.626660242003722,0.973557479977385,0.970636419060696
"WMT","TGARCH_Parametric",0.95,"Parametric",27,903,0.0299003322259136,0.05,0.00282521248976275,0.244828325830979,0.135083854922715
"WMT","TGARCH_GARCH",0.95,"GARCH",44,903,0.0487264673311185,0.05,0.860052863235521,0.943174583795152,0.946732217279475
"WMT","TGARCH_Historical",0.99,"Historical",7,903,0.00775193798449612,0.01,0.479669283904298,0.0402975939010444,0.31070434217706
"WMT","TGARCH_Parametric",0.99,"Parametric",8,903,0.008859357696567,0.01,0.725361830788812,0.0556969957912014,0.3698463776575
"WMT","TGARCH_GARCH",0.99,"GARCH",6,903,0.00664451827242525,0.01,0.280483959269858,0.0276388432933532,0.247161366522379
"AMZN","sGARCH_norm_Historical",0.95,"Historical",46,903,0.0509413067552602,0.05,0.897038488635931,0.00166021139952455,0.00460863363605835
"AMZN","sGARCH_norm_Parametric",0.95,"Parametric",35,903,0.0387596899224806,0.05,0.107223926885567,0.00163985206121275,0.00496123727906794
"AMZN","sGARCH_norm_GARCH",0.95,"GARCH",39,903,0.0431893687707641,0.05,0.336805932984113,0.805755524568663,0.329980322597773
"AMZN","sGARCH_norm_Historical",0.99,"Historical",9,903,0.00996677740863787,0.01,0.991990030572707,NA,0.453401754289516
"AMZN","sGARCH_norm_Parametric",0.99,"Parametric",10,903,0.0110741971207087,0.01,0.749790242865338,NA,0.496291241815984
"AMZN","sGARCH_norm_GARCH",0.99,"GARCH",12,903,0.0132890365448505,0.01,0.344292898745838,NA,0.856945700567711
"AMZN","sGARCH_sstd_Historical",0.95,"Historical",46,903,0.0509413067552602,0.05,0.897038488635931,0.00166021139952455,0.00460863363605835
"AMZN","sGARCH_sstd_Parametric",0.95,"Parametric",35,903,0.0387596899224806,0.05,0.107223926885567,0.00163985206121275,0.00496123727906794
"AMZN","sGARCH_sstd_GARCH",0.95,"GARCH",47,903,0.0520487264673311,0.05,0.778956550345904,0.333528649610116,0.420092411015387
"AMZN","sGARCH_sstd_Historical",0.99,"Historical",9,903,0.00996677740863787,0.01,0.991990030572707,NA,0.453401754289516
"AMZN","sGARCH_sstd_Parametric",0.99,"Parametric",10,903,0.0110741971207087,0.01,0.749790242865338,NA,0.496291241815984
"AMZN","sGARCH_sstd_GARCH",0.99,"GARCH",8,903,0.008859357696567,0.01,0.725361830788812,NA,0.964983090273868
"AMZN","eGARCH_Historical",0.95,"Historical",46,903,0.0509413067552602,0.05,0.897038488635931,0.00166021139952455,0.00460863363605835
"AMZN","eGARCH_Parametric",0.95,"Parametric",35,903,0.0387596899224806,0.05,0.107223926885567,0.00163985206121275,0.00496123727906794
"AMZN","eGARCH_GARCH",0.95,"GARCH",45,903,0.0498338870431894,0.05,0.9817177051124,0.330657583743112,0.316751702731296
"AMZN","eGARCH_Historical",0.99,"Historical",9,903,0.00996677740863787,0.01,0.991990030572707,NA,0.453401754289516
"AMZN","eGARCH_Parametric",0.99,"Parametric",10,903,0.0110741971207087,0.01,0.749790242865338,NA,0.496291241815984
"AMZN","eGARCH_GARCH",0.99,"GARCH",7,903,0.00775193798449612,0.01,0.479669283904298,NA,0.978653092958541
"AMZN","gjrGARCH_Historical",0.95,"Historical",46,903,0.0509413067552602,0.05,0.897038488635931,0.00166021139952455,0.00460863363605835
"AMZN","gjrGARCH_Parametric",0.95,"Parametric",35,903,0.0387596899224806,0.05,0.107223926885567,0.00163985206121275,0.00496123727906794
"AMZN","gjrGARCH_GARCH",0.95,"GARCH",41,903,0.0454042081949059,0.05,0.520071972228371,0.917547958844848,0.772932612633609
"AMZN","gjrGARCH_Historical",0.99,"Historical",9,903,0.00996677740863787,0.01,0.991990030572707,NA,0.453401754289516
"AMZN","gjrGARCH_Parametric",0.99,"Parametric",10,903,0.0110741971207087,0.01,0.749790242865338,NA,0.496291241815984
"AMZN","gjrGARCH_GARCH",0.99,"GARCH",9,903,0.00996677740863787,0.01,0.991990030572707,NA,0.946380861136634
"AMZN","TGARCH_Historical",0.95,"Historical",46,903,0.0509413067552602,0.05,0.897038488635931,0.00166021139952455,0.00460863363605835
"AMZN","TGARCH_Parametric",0.95,"Parametric",35,903,0.0387596899224806,0.05,0.107223926885567,0.00163985206121275,0.00496123727906794
"AMZN","TGARCH_GARCH",0.95,"GARCH",41,903,0.0454042081949059,0.05,0.520071972228371,0.47043229704145,0.552945462266289
"AMZN","TGARCH_Historical",0.99,"Historical",9,903,0.00996677740863787,0.01,0.991990030572707,NA,0.453401754289516
"AMZN","TGARCH_Parametric",0.99,"Parametric",10,903,0.0110741971207087,0.01,0.749790242865338,NA,0.496291241815984
"AMZN","TGARCH_GARCH",0.99,"GARCH",10,903,0.0110741971207087,0.01,0.749790242865338,NA,0.922326437963777
"EURUSD","sGARCH_norm_Historical",0.95,"Historical",27,903,0.0299003322259136,0.05,0.00282521248976275,0.049188905400833,0.227506636866591
"EURUSD","sGARCH_norm_Parametric",0.95,"Parametric",27,903,0.0299003322259136,0.05,0.00282521248976275,0.049188905400833,0.227506636866591
"EURUSD","sGARCH_norm_GARCH",0.95,"GARCH",47,903,0.0520487264673311,0.05,0.778956550345904,0.333528649610116,0.446924995525844
"EURUSD","sGARCH_norm_Historical",0.99,"Historical",3,903,0.00332225913621262,0.01,0.019137121459665,NA,0.999206271532833
"EURUSD","sGARCH_norm_Parametric",0.99,"Parametric",8,903,0.008859357696567,0.01,0.725361830788812,NA,0.964983090273842
"EURUSD","sGARCH_norm_GARCH",0.99,"GARCH",14,903,0.0155038759689922,0.01,0.124018663009527,NA,0.769647177929871
"EURUSD","sGARCH_sstd_Historical",0.95,"Historical",27,903,0.0299003322259136,0.05,0.00282521248976275,0.049188905400833,0.227506636866591
"EURUSD","sGARCH_sstd_Parametric",0.95,"Parametric",27,903,0.0299003322259136,0.05,0.00282521248976275,0.049188905400833,0.227506636866591
"EURUSD","sGARCH_sstd_GARCH",0.95,"GARCH",47,903,0.0520487264673311,0.05,0.778956550345904,0.333528649610116,0.446924995525844
"EURUSD","sGARCH_sstd_Historical",0.99,"Historical",3,903,0.00332225913621262,0.01,0.019137121459665,NA,0.999206271532833
"EURUSD","sGARCH_sstd_Parametric",0.99,"Parametric",8,903,0.008859357696567,0.01,0.725361830788812,NA,0.964983090273842
"EURUSD","sGARCH_sstd_GARCH",0.99,"GARCH",10,903,0.0110741971207087,0.01,0.749790242865338,NA,0.922326437963777
"EURUSD","eGARCH_Historical",0.95,"Historical",27,903,0.0299003322259136,0.05,0.00282521248976275,0.049188905400833,0.227506636866591
"EURUSD","eGARCH_Parametric",0.95,"Parametric",27,903,0.0299003322259136,0.05,0.00282521248976275,0.049188905400833,0.227506636866591
"EURUSD","eGARCH_GARCH",0.95,"GARCH",40,903,0.044296788482835,0.05,0.422991227635919,0.861525843170788,0.329223624990468
"EURUSD","eGARCH_Historical",0.99,"Historical",3,903,0.00332225913621262,0.01,0.019137121459665,NA,0.999206271532833
"EURUSD","eGARCH_Parametric",0.99,"Parametric",8,903,0.008859357696567,0.01,0.725361830788812,NA,0.964983090273842
"EURUSD","eGARCH_GARCH",0.99,"GARCH",8,903,0.008859357696567,0.01,0.725361830788812,NA,0.964983090273879
"EURUSD","gjrGARCH_Historical",0.95,"Historical",27,903,0.0299003322259136,0.05,0.00282521248976275,0.049188905400833,0.227506636866591
"EURUSD","gjrGARCH_Parametric",0.95,"Parametric",27,903,0.0299003322259136,0.05,0.00282521248976275,0.049188905400833,0.227506636866591
"EURUSD","gjrGARCH_GARCH",0.95,"GARCH",46,903,0.0509413067552602,0.05,0.897038488635931,0.807564343463257,0.669910038537898
"EURUSD","gjrGARCH_Historical",0.99,"Historical",3,903,0.00332225913621262,0.01,0.019137121459665,NA,0.999206271532833
"EURUSD","gjrGARCH_Parametric",0.99,"Parametric",8,903,0.008859357696567,0.01,0.725361830788812,NA,0.964983090273842
"EURUSD","gjrGARCH_GARCH",0.99,"GARCH",11,903,0.0121816168327796,0.01,0.5240638502762,NA,0.892526353283885
"EURUSD","TGARCH_Historical",0.95,"Historical",27,903,0.0299003322259136,0.05,0.00282521248976275,0.049188905400833,0.227506636866591
"EURUSD","TGARCH_Parametric",0.95,"Parametric",27,903,0.0299003322259136,0.05,0.00282521248976275,0.049188905400833,0.227506636866591
